0 	0 	0 	0
0.0505051 	0 	0 	0
0.10101 	1.85832 	0.00858491 	0.147213
0.151515 	1.85832 	0.00858491 	0.147213
0.20202 	3.71664 	0.0171698 	0.294427
0.252525 	3.71664 	0.0171698 	0.294427
0.30303 	5.19791 	0.119579 	0.443937
0.353535 	5.19791 	0.119579 	0.443937
0.40404 	6.33803 	0.306876 	0.595524
0.454545 	6.33803 	0.306876 	0.595524
0.505051 	7.4483 	0.478058 	0.742571
0.555556 	7.4483 	0.478058 	0.742571
0.606061 	7.99136 	0.343058 	0.80336
0.656566 	7.99136 	0.343058 	0.80336
0.707071 	8.53443 	0.208057 	0.864149
0.757576 	8.53443 	0.208057 	0.864149
0.858586 	8.88825 	0.0289104 	0.860284
0.909091 	8.88825 	0.0289104 	0.860284
0.959596 	9.10221 	-0.182867 	0.80863
1.0101 	9.10221 	-0.182867 	0.80863
1.06061 	9.33338 	-0.382277 	0.759231
1.11111 	9.33338 	-0.382277 	0.759231
1.16162 	9.71945 	-0.470383 	0.730117
1.21212 	9.71945 	-0.470383 	0.730117
1.26263 	10.1055 	-0.558489 	0.701002
1.31313 	10.1055 	-0.558489 	0.701002
1.36364 	10.5566 	-0.524386 	0.794135
1.41414 	10.5566 	-0.524386 	0.794135
1.46465 	11.0468 	-0.416956 	0.960615
1.51515 	11.0468 	-0.416956 	0.960615
1.56566 	11.5113 	-0.298518 	1.09849
1.61616 	11.5113 	-0.298518 	1.09849
1.66667 	11.8312 	-0.117693 	1.07427
1.71717 	12.151 	0.0631317 	1.05005
0 	12.151 	0.0631317 	1.05005
0.0505051 	12.1343 	0.0341161 	0.933437
0.10101 	11.9556 	-0.0959337 	0.772343
0.151515 	11.9556 	-0.0959337 	0.772343
0.20202 	11.8088 	-0.206145 	0.65464
0.252525 	11.8088 	-0.206145 	0.65464
0.30303 	11.79 	-0.237004 	0.710498
0.353535 	11.79 	-0.237004 	0.710498
0.40404 	11.7712 	-0.267863 	0.766355
0.454545 	11.7712 	-0.267863 	0.766355
0.505051 	11.987 	-0.185126 	0.739658
0.555556 	11.987 	-0.185126 	0.739658
0.606061 	12.2918 	-0.0592996 	0.681647
0.656566 	12.2918 	-0.0592996 	0.681647
0.707071 	12.5742 	0.0702226 	0.663888
0.757576 	12.5742 	0.0702226 	0.663888
0.808081 	12.7898 	0.210833 	0.766884
0.858586 	12.7898 	0.210833 	0.766884
0.959596 	13.0053 	0.351444 	0.86988
1.0101 	13.0053 	0.351444 	0.86988
1.06061 	13.0853 	0.170586 	0.882866
1.11111 	13.0853 	0.170586 	0.882866
1.16162 	13.126 	-0.103601 	0.86972
1.21212 	13.126 	-0.103601 	0.86972
1.26263 	13.181 	-0.23765 	0.853441
1.31313 	13.181 	-0.23765 	0.853441
1.36364 	13.2696 	-0.0447101 	0.82985
1.41414 	13.2696 	-0.0447101 	0.82985
1.46465 	13.3582 	0.14823 	0.80626
1.51515 	13.3582 	0.14823 	0.80626
1.56566 	12.9066 	0.248051 	1.02269
1.61616 	12.9066 	0.248051 	1.02269
