0,0.945744
0.002,-0.125092
0.004,1.51263
0.006,-1.48221
0.008,1.32203
0.01,1.99448
0.012,0.61186
0.014,-2.83937
0.016,-0.494429
0.018,0.597576
0.02,1.41747
0.022,0.468402
0.024,0.382068
0.026,-0.823314
0.028,-1.0495
0.03,-1.53253
0.032,2.91748
0.034,-0.693091
0.036,-1.49605
0.038,-2.11138
0.04,-0.409615
0.042,-3.50918
0.044,-1.17831
0.046,-0.410154
0.048,-0.185763
0.05,-0.563431
0.052,-3.08046
0.054,-1.75237
0.056,-3.67285
0.058,-0.928103
0.06,-0.256046
0.062,1.57138
0.064,-0.0906055
0.066,-1.12873
0.068,0.330922
0.07,-0.238673
0.072,-0.453936
0.074,2.0179
0.076,0.498497
0.078,0.133845
0.08,2.59916
0.082,-0.399929
0.084,1.86193
0.086,0.815853
0.088,1.33703
0.09,-1.06294
0.092,1.14725
0.094,-2.20504
0.096,0.455249
0.098,1.93085
0.1,0.15736
0.102,2.86777
0.104,2.6039
0.106,-0.374091
0.108,-0.52005
0.11,1.0862
0.112,-0.611655
0.114,1.09122
0.116,1.77379
0.118,0.916856
0.12,-0.607529
0.122,-1.06635
0.124,-1.37752
0.126,1.56015
0.128,-1.61437
0.13,0.921636
0.132,-1.53201
0.134,0.0765559
0.136,2.30048
0.138,0.503108
0.14,-0.481472
0.142,-2.66159
0.144,0.858599
0.146,-0.829755
0.148,0.559364
0.15,-0.0247501
0.152,-1.33541
0.154,1.07599
0.156,-1.80995
0.158,0.621006
0.16,-1.16077
0.162,-0.247674
0.164,-0.287377
0.166,1.28263
0.168,0.181321
0.17,1.05446
0.172,1.10281
0.174,-1.52948
0.176,2.73645
0.178,0.887815
0.18,1.8298
0.182,0.497388
0.184,0.0864409
0.186,-0.474379
0.188,-1.26275
0.19,1.14434
0.192,3.21608
0.194,-0.794558
0.196,-1.23544
0.198,-0.664627
0.2,-0.774535
0.202,0.725397
0.204,1.82839
0.206,-0.837447
0.208,-1.79107
0.21,-0.176084
0.212,0.781553
0.214,-1.24765
0.216,-0.0363139
0.218,2.39771
0.22,-0.507456
0.222,1.38676
0.224,1.07452
0.226,0.893996
0.228,-0.612879
0.23,1.45953
0.232,-0.485656
0.234,-1.53606
0.236,0.0103915
0.238,4.58907
0.24,-0.00438603
0.242,0.781064
0.244,3.87191
0.246,-1.66827
0.248,-0.665021
0.25,-0.245171
0.252,-1.39316
0.254,0.910145
0.256,-2.29895
0.258,2.03934
0.26,-0.862158
0.262,-0.731335
0.264,1.47856
0.266,0.480555
0.268,1.04016
0.27,1.94285
0.272,1.93249
0.274,0.0878676
0.276,0.151887
0.278,0.0208786
0.28,-1.08564
0.282,0.394329
0.284,-0.45051
0.286,1.99784
0.288,0.79592
0.29,0.863459
0.292,1.16799
0.294,-0.90514
0.296,1.09188
0.298,-0.0294478
0.3,3.13098
0.302,0.65157
0.304,1.78624
0.306,-1.46252
0.308,2.40234
0.31,-1.28703
0.312,-0.266367
0.314,-4.32982
0.316,2.3555
0.318,-1.95176
0.32,-2.4476
0.322,-1.08953
0.324,-0.77535
0.326,1.09615
0.328,1.51423
0.33,2.6012
0.332,-2.05426
0.334,-0.578541
0.336,-0.460696
0.338,0.0424352
0.34,1.24048
0.342,-2.42921
0.344,-2.30333
0.346,1.49792
0.348,1.72936
0.35,-3.034
0.352,-1.06037
0.354,-2.40928
0.356,0.110308
0.358,-2.22069
0.36,0.107437
0.362,0.603414
0.364,3.20394
0.366,-1.04582
0.368,-0.868144
0.37,0.174153
0.372,0.880454
0.374,3.02391
0.376,-0.35342
0.378,1.74173
0.38,0.635325
0.382,-3.08509
0.384,1.44053
0.386,-0.189935
0.388,0.353039
0.39,0.906783
0.392,0.651315
0.394,-0.572658
0.396,-0.926487
0.398,-2.38307
0.4,1.94761
0.402,-0.103968
0.404,0.401126
0.406,-0.832581
0.408,-0.138298
0.41,0.218343
0.412,-0.439766
0.414,0.677843
0.416,0.711201
0.418,2.13449
0.42,-0.867791
0.422,1.44862
0.424,-0.62475
0.426,2.80125
0.428,-0.539664
0.43,0.172737
0.432,0.0098686
0.434,-1.52607
0.436,0.827854
0.438,-1.28318
0.44,-0.810145
0.442,4.04385
0.444,-1.99092
0.446,-0.501844
0.448,-1.11809
0.45,-0.505974
0.452,4.95705
0.454,0.636459
0.456,2.6689
0.458,1.79068
0.46,1.34954
0.462,1.9095
0.464,1.74277
0.466,2.07911
0.468,-0.205256
0.47,-0.213777
0.472,-0.985496
0.474,3.16971
0.476,-0.674279
0.478,-0.393667
0.48,0.793273
0.482,-1.17974
0.484,1.38309
0.486,-1.56302
0.488,-0.443681
0.49,2.52262
0.492,3.35225
0.494,-0.458088
0.496,0.712447
0.498,-0.833889
0.5,1.28098
0.502,1.85088
0.504,-2.47459
