0 	0 	0 	0
0.0505051 	0 	0 	0
0.10101 	2.26194 	-0.032026 	-0.0271975
0.151515 	2.26194 	-0.032026 	-0.0271975
0.20202 	4.52387 	-0.0640519 	-0.0543951
0.252525 	4.52387 	-0.0640519 	-0.0543951
0.30303 	6.06131 	-0.0780071 	-0.0112961
0.353535 	6.06131 	-0.0780071 	-0.0112961
0.40404 	6.94325 	-0.0756126 	0.0954045
0.454545 	6.94325 	-0.0756126 	0.0954045
0.505051 	7.80655 	-0.0651531 	0.203607
0.555556 	7.80655 	-0.0651531 	0.203607
0.606061 	8.31559 	0.0985409 	0.34035
0.656566 	8.31559 	0.0985409 	0.34035
0.707071 	8.82462 	0.262235 	0.477092
0.757576 	8.82462 	0.262235 	0.477092
0.858586 	9.20122 	0.298906 	0.469252
0.909091 	9.20122 	0.298906 	0.469252
0.959596 	9.47993 	0.241691 	0.354547
1.0101 	9.47993 	0.241691 	0.354547
1.06061 	9.73706 	0.180469 	0.240362
1.11111 	9.73706 	0.180469 	0.240362
1.16162 	9.80001 	0.0831759 	0.13086
1.21212 	9.80001 	0.0831759 	0.13086
1.26263 	9.86297 	-0.014117 	0.0213589
1.31313 	9.86297 	-0.014117 	0.0213589
1.36364 	10.1589 	-0.120926 	0.0572854
1.41414 	10.1589 	-0.120926 	0.0572854
1.46465 	10.5947 	-0.233446 	0.180469
1.51515 	10.5947 	-0.233446 	0.180469
1.56566 	10.9765 	-0.32551 	0.310578
1.61616 	10.9765 	-0.32551 	0.310578
1.66667 	11.0521 	-0.301664 	0.479931
1.71717 	11.1276 	-0.277819 	0.649285
0 	11.1276 	-0.277819 	0.649285
0.0505051 	11.3854 	-0.288013 	0.698977
0.10101 	11.7308 	-0.314598 	0.691054
0.151515 	11.7308 	-0.314598 	0.691054
0.20202 	12.0259 	-0.335682 	0.652167
0.252525 	12.0259 	-0.335682 	0.652167
0.30303 	12.1192 	-0.334764 	0.48942
0.353535 	12.1192 	-0.334764 	0.48942
0.40404 	12.2125 	-0.333846 	0.326673
0.454545 	12.2125 	-0.333846 	0.326673
0.505051 	12.0892 	-0.251895 	0.237301
0.555556 	12.0892 	-0.251895 	0.237301
0.606061 	11.8837 	-0.139208 	0.175763
0.656566 	11.8837 	-0.139208 	0.175763
0.707071 	11.7896 	-0.0811907 	0.157334
0.757576 	11.7896 	-0.0811907 	0.157334
0.808081 	12.0296 	-0.187182 	0.268238
0.858586 	12.0296 	-0.187182 	0.268238
0.959596 	12.2696 	-0.293173 	0.379141
1.0101 	12.2696 	-0.293173 	0.379141
1.06061 	11.9074 	-0.067081 	0.0850454
1.11111 	11.9074 	-0.067081 	0.0850454
1.16162 	11.3703 	0.255422 	-0.326631
1.21212 	11.3703 	0.255422 	-0.326631
1.26263 	10.9092 	0.493984 	-0.670892
1.31313 	10.9092 	0.493984 	-0.670892
1.36364 	10.6256 	0.536681 	-0.857853
1.41414 	10.6256 	0.536681 	-0.857853
1.46465 	10.342 	0.579379 	-1.04481
1.51515 	10.342 	0.579379 	-1.04481
