,Mx,My,Mt
0.12,0.08828631805326143,0.0045207472618008435,-0.001409157666244377
0.121,0.08797853672976286,0.004372550036502436,-0.0014046241044178335
0.122,0.08760516881335313,0.004149552021911182,-0.0013953187915492107
0.123,0.08732976789160224,0.0038808369201550463,-0.0013836017584445348
0.124,0.08717970568308256,0.003611312373059254,-0.0013675830050150662
0.125,0.0873303672100483,0.0033804255161481306,-0.0013530046612329578
0.126,0.08765782226981651,0.0031871229843142383,-0.001338344234167409
0.127,0.08810380144056709,0.003037164037435987,-0.0013261753542536656
0.128,0.08850646442126958,0.002944180070204215,-0.0013177512473870152
0.129,0.08876704568393187,0.0028618333477132274,-0.0013126906871016126
0.13,0.0887588139701851,0.0027956698106588324,-0.0013120762320461704
0.131,0.08851734944564055,0.0026795972439610793,-0.001312054612767522
0.132,0.08812671159653138,0.002475007361604137,-0.0013133126790036505
0.133,0.08770965541567642,0.002234877508749386,-0.0013135239568020781
0.134,0.08742651466792788,0.0019225488991390094,-0.0013105460304308472
0.135,0.08733558505160918,0.0015897033201199343,-0.0013050127550132491
0.136,0.08749207305780284,0.0012899914716982394,-0.001297678841861935
0.137,0.0878347680663466,0.00105516456116643,-0.0012885611780618475
0.138,0.08829504976152143,0.0008657404080895867,-0.001277884063103436
0.139,0.08870625009748007,0.0007369375470543185,-0.001267329290609956
0.14,0.08896537552669564,0.0006232839810923485,-0.0012595896975843759
0.141,0.08900280161994283,0.0005038253362045358,-0.0012533956564599797
0.142,0.08882045533903622,0.0003555747744542759,-0.0012509216172487832
0.143,0.08849374324612239,0.00014282740594331184,-0.0012485076734708275
0.144,0.08810608302837455,-0.00012044793241932153,-0.001249517186321591
0.145,0.08781507260041449,-0.0004229904175841251,-0.0012529513286366873
0.146,0.08765113211181702,-0.0006991940680816126,-0.0012557576813681038
0.147,0.08769375992378582,-0.0009584022622694264,-0.0012581104064164185
0.148,0.08789596729454688,-0.0011702080186049273,-0.0012596091067312342
0.149,0.08819100834857306,-0.0013040187799659916,-0.0012604832881529702
0.15,0.08848678169464635,-0.001409536206147255,-0.001258712440534829
0.151,0.08870613583504788,-0.0014649958529032031,-0.0012565069225502087
0.152,0.08882118852693402,-0.00154153483659792,-0.0012537955678105373
0.153,0.0888156362968568,-0.0016705366733205454,-0.0012513640821535095
0.154,0.08876179707656899,-0.0018341289373155628,-0.0012482217662124493
0.155,0.08868744125433393,-0.0020303805053693766,-0.0012443541055321672
0.156,0.08870594097758507,-0.002217742676509253,-0.0012453095442721683
0.157,0.0888383250151076,-0.0024025515926045238,-0.0012473488370054252
0.158,0.08904815277822531,-0.002553639141794871,-0.0012496345685302605
0.159,0.08930133938704929,-0.0026392655571070636,-0.0012531439631144978
0.16,0.0895021178104216,-0.0026832374335630724,-0.001257908612921229
0.161,0.08964435110091648,-0.0027008973163012776,-0.0012638758962637872
0.162,0.08960911826397602,-0.0026652053575000473,-0.0012683715645508352
0.163,0.08945633881184548,-0.0026601138204369393,-0.0012749476924470175
0.164,0.08922491983270926,-0.002684911410389658,-0.0012807840332734561
0.165,0.08907206045005917,-0.0027668897456549976,-0.0012846856436511448
0.166,0.08901062747815426,-0.002857338298217795,-0.001287277516085775
0.167,0.08915062207886464,-0.0029409332477183803,-0.0012903135271523562
0.168,0.08945220459249394,-0.003018962810118951,-0.0012917017563058054
0.169,0.08982728014819924,-0.003074642171269175,-0.0012933555133308864
0.17,0.09023590198434554,-0.003088757901665795,-0.0012943781613884752
0.171,0.09055645100863885,-0.003060065856853547,-0.0012965025590554553
0.172,0.09071096598167183,-0.0029977690155227887,-0.0012975101660390475
0.173,0.09069745005484167,-0.002939079917252757,-0.0013012380690465395
0.174,0.09058581921244153,-0.0028906245650455256,-0.0013059183982300087
0.175,0.09039564831938544,-0.002851197717510884,-0.0013102008275800413
0.176,0.09019682881307342,-0.0028203307571953787,-0.00131667641586353
0.177,0.0900592126815944,-0.002780766546989756,-0.0013224486425717059
0.178,0.0901015981086337,-0.0027476972883017613,-0.0013284149303038973
0.179,0.0902915827551069,-0.002706990865100588,-0.0013318636818510706
0.18,0.09053877779187566,-0.0026382207927777776,-0.001333690016172403
0.181,0.090800265138549,-0.0025722691853970053,-0.001334008165694458
0.182,0.09095866584813478,-0.0024857282085219146,-0.0013311871669618813
0.183,0.09100016291444699,-0.002424418825801869,-0.001326758911681181
0.184,0.090925693687336,-0.0023824917499400064,-0.001325347370312778
0.185,0.09075833584454018,-0.0023346835020828863,-0.001323349843198874
0.186,0.09056554371048288,-0.002265676030629868,-0.0013214216536239175
0.187,0.09041998506421343,-0.002164231621141474,-0.0013191871498587457
0.188,0.09037555167453643,-0.002050935504708761,-0.0013197814103695599
0.189,0.09043767679587593,-0.0018934219015031006,-0.0013221441923873594
0.19,0.09057745886795229,-0.0017106355987532434,-0.0013230391112821305
0.191,0.09076805314356745,-0.0015297837670678396,-0.001324699732727193
0.192,0.09094711237858205,-0.001363527805084308,-0.0013260616038663262
0.193,0.09107769944375,-0.00121402871788618,-0.0013276064127746984
0.194,0.09112886667550814,-0.0011045801761252333,-0.001326264622121734
0.195,0.09108125030083913,-0.0010209648645851735,-0.0013256538095432493
0.196,0.09099170272060174,-0.0009378918329234279,-0.0013238108611777707
0.197,0.09086564435237474,-0.0008656545677038843,-0.0013215212523540075
0.198,0.09075000709184856,-0.0007895129507675056,-0.0013202244892400582
0.199,0.0906674522952593,-0.0006539659957605255,-0.001318528887222246
0.2,0.09059798341524904,-0.0004818698723259296,-0.0013150877870512926
0.201,0.09057832184556933,-0.00029406051299445124,-0.0013133918276720595
0.202,0.09059660585067078,-0.00012843182335969816,-0.0013134461712536287
0.203,0.09064321692782543,4.902198284053097e-05,-0.0013136518244152525
0.204,0.09069181278547377,0.00020423304825757313,-0.001314572410341024
0.205,0.09076185195415912,0.0003315528889166787,-0.00131380186583343
0.206,0.09085033875560297,0.000447884685613964,-0.001313927796228772
0.207,0.09093090393323403,0.0005446379741832139,-0.0013145087615174798
0.208,0.09098897727139041,0.0006798989082672721,-0.001311982720058161
0.209,0.09103153319133982,0.000820892923559198,-0.0013118925424769278
0.21,0.09101529663948128,0.000988546435728259,-0.0013113382589661853
0.211,0.09093454009263142,0.00117366650941262,-0.0013109666936974875
0.212,0.09078981273541584,0.001340187315633963,-0.0013096554340689072
0.213,0.09059829249537171,0.001488624877402412,-0.001308227248392994
0.214,0.09039215938099321,0.0016034222536492164,-0.0013071804648481732
0.215,0.09023215048207583,0.0017223098865112958,-0.0013056937731999846
0.216,0.09012919876536549,0.001831326203900697,-0.001304280154514289
0.217,0.09009433979145193,0.0019433616692964887,-0.0013032493328290202
0.218,0.09013931698620739,0.0020751089807781306,-0.0013018137114060857
0.219,0.09020707695508179,0.002220239970665233,-0.0013028688420420383
0.22,0.090262810131754,0.0023775750772914665,-0.001302072069163313
0.221,0.09027302910740964,0.0025623077474825253,-0.001302473831000899
0.222,0.09022425601658626,0.0027270693084152572,-0.001304325021295031
0.223,0.09009577646563582,0.0028655128159604804,-0.0013056923429750676
0.224,0.08990996965678684,0.0029564494294971044,-0.0013059241785328773
0.225,0.08968926827061835,0.003017594989988741,-0.0013053387352083717
0.226,0.08946212137044754,0.003071780414238074,-0.0013034556122067348
0.227,0.08923765689427499,0.003120485920516825,-0.0013002600935223864
0.228,0.08904681700775172,0.0031722570445308716,-0.001296586522317309
0.229,0.08887879738830383,0.003263047602416457,-0.0012907759865373163
0.23,0.0887401106522679,0.0033640243112301148,-0.001283525593389207
0.231,0.08857472668438882,0.0034848478585109872,-0.0012762136960209995
0.232,0.08841413450811669,0.00358458973453072,-0.001269027409742442
0.233,0.08824679104599067,0.003659565187398104,-0.0012624469579905315
0.234,0.08806537674870389,0.0037022604938632755,-0.001257864196448508
0.235,0.08788182356773264,0.0037141045205685355,-0.0012539280742359248
0.236,0.08769471514196987,0.0037007593831208316,-0.00124922527405034
0.237,0.0874913895162719,0.003692152691611897,-0.0012449706072609863
0.238,0.08726491012002208,0.0036900088034485384,-0.0012399087603294954
0.239,0.08702444056991687,0.0036817689392159153,-0.001236726069071731
0.24,0.08675855766636971,0.0036632684702581214,-0.0012332638312989317
0.241,0.08641593911572423,0.003642078146527533,-0.00122437816280011
0.242,0.08603854821612378,0.003597433298791003,-0.0012171506730396897
0.243,0.08565694167621091,0.0035108903482516454,-0.0012092431382681353
0.244,0.0852539769537445,0.0034245597067073807,-0.001197463569488121
0.245,0.08490037691539036,0.0033400722006431127,-0.0011847719161423315
0.246,0.08464711482234331,0.0032271395163467193,-0.0011720751211050668
0.247,0.08443173938572918,0.003140835358659999,-0.0011586958085215639
0.248,0.08428322111128278,0.0030734328509896686,-0.001145024125004659
0.249,0.08411194193694148,0.0030032078926767805,-0.0011317035548826073
0.25,0.08393900914335065,0.002944305403005082,-0.001118513665598232
0.251,0.08369978710087464,0.002879741785466558,-0.0011076501321123557
0.252,0.08335825285016471,0.002774158409115754,-0.0010969497091069997
0.253,0.08292553423411861,0.0026164200701321166,-0.0010883184522200375
0.254,0.08241000660548112,0.0024331128844142513,-0.0010793012051307606
0.255,0.08189204725188659,0.0022178480850697097,-0.0010696486058601633
0.256,0.08140522619359492,0.0020093912344632398,-0.0010592418199566918
0.257,0.08098175668862578,0.0018465763157386184,-0.001048408288882994
0.258,0.08068483217370714,0.0016969681692920735,-0.0010360693347686674
0.259,0.08046492855199829,0.001581259360089654,-0.0010229506441296276
0.26,0.08031626023160887,0.0014822023021024838,-0.0010074674187346203
0.261,0.08019623352844388,0.0013741882747590889,-0.0009903045618616848
0.262,0.08006304669441892,0.0011894322818401248,-0.0009733617316181442
0.263,0.07986392308086354,0.0009430803944650151,-0.0009555501204233027
0.264,0.07957866403070399,0.0006261603129366355,-0.0009371351436125643
0.265,0.07918091063528644,0.000309372213955425,-0.0009191891081647988
0.266,0.07870871815223883,1.4434718608888342e-05,-0.0009015813285306683
0.267,0.07819514189730162,-0.0002146827340067936,-0.0008839157487674322
0.268,0.0776818639105972,-0.00039220860520036704,-0.0008673619981265616
0.269,0.07721344184024359,-0.0005246558471339591,-0.0008525898694056951
0.27,0.07679144133195007,-0.0006150049206243291,-0.0008382384377123465
0.271,0.07641448730990089,-0.0006945520974778602,-0.000824487271723909
0.272,0.07607997207587465,-0.0008082319110619685,-0.0008136183923141421
0.273,0.07577780763651062,-0.0010308275289589164,-0.0008023688650015954
0.274,0.07547850419964396,-0.0013303956795651106,-0.0007912963874395918
0.275,0.07517863026910088,-0.0016667376187532584,-0.0007804079727554032
0.276,0.07486532740476456,-0.002008230906992245,-0.0007677956335298489
0.277,0.07453010119879476,-0.0023041411781359877,-0.0007548260053706508
0.278,0.07417498716287742,-0.0025357211306368393,-0.0007426104605502029
0.279,0.07380603761807997,-0.0026963328473116888,-0.0007290842220442368
0.28,0.07339975897903894,-0.0027906833913264872,-0.0007153809156659511
0.281,0.07299270926110846,-0.0028534903423159397,-0.0007014349587083633
0.282,0.07255189093231476,-0.0029048663029643262,-0.0006891452595809336
0.283,0.07206208620442135,-0.0030347150592137107,-0.0006784230215817495
0.284,0.07154358493600466,-0.0032213457088798997,-0.0006676348928053936
0.285,0.0710082943666813,-0.0034690289102906058,-0.0006576475109407313
0.286,0.07047901477191829,-0.0037329874643254046,-0.0006502580306255396
0.287,0.06996473992046393,-0.003964640833153982,-0.0006430119660448208
0.288,0.069512096285721,-0.0041334871695555,-0.0006360949929144475
0.289,0.06909786766748109,-0.0042080900069184635,-0.000629306176983238
0.29,0.06873119502781579,-0.004177188393875236,-0.0006236651762157596
0.291,0.06839759529158403,-0.004074990265783396,-0.0006197690850061404
0.292,0.06805685313868323,-0.0039510977931931646,-0.0006154605965423618
0.293,0.06772055598050448,-0.0038568824031002397,-0.0006091582234416357
0.294,0.06732328897423707,-0.0038258970318265084,-0.0006035757197667624
0.295,0.0668818696949012,-0.0038735893713645747,-0.0005980587806770949
0.296,0.06642511596769413,-0.003960462101869705,-0.0005914026886325761
0.297,0.06590880104528632,-0.004075340532298147,-0.0005869882965104413
0.298,0.06540643871395799,-0.004174289282325508,-0.0005816789967290359
0.299,0.06493709938354641,-0.004210850630975524,-0.0005759158008266626
0.3,0.06446236091543986,-0.00417349498141914,-0.0005709119073344988
0.301,0.0640193311177526,-0.004094713498953129,-0.0005661204735429889
0.302,0.0635703718983085,-0.00395237660948769,-0.0005622962351748119
0.303,0.06309744805854939,-0.0037940430675789394,-0.0005615822372043524
0.304,0.06260160676724802,-0.003636733866528824,-0.0005610771833100194
0.305,0.062099684320432946,-0.003482354130564691,-0.0005614026504051861
0.306,0.061604615128358076,-0.003309280295136774,-0.00056246549256172
0.307,0.06115391265345503,-0.0031129281096343997,-0.000565571021297704
0.308,0.06077230065098167,-0.0028787443503722476,-0.0005698305447230005
0.309,0.06044386604368486,-0.002594088160628394,-0.0005748281680807035
0.31,0.060171610614632234,-0.0023028113683812024,-0.0005799841757597718
0.311,0.05991182810764828,-0.0019917879470265076,-0.0005855374127665675
0.312,0.05967053114064573,-0.0016985932521230984,-0.0005915055297108187
0.313,0.059366299422732784,-0.0014220959876432848,-0.0005933546576018804
0.314,0.05905913887187535,-0.0011893986143877017,-0.0005960978233069671
0.315,0.05868285566886568,-0.0009891594154659566,-0.0005997356429664614
0.316,0.05827300929176599,-0.00075545446815177,-0.0006026135621971396
0.317,0.057895231000741953,-0.0004883697788409802,-0.0006057334071360864
0.318,0.05754079113767989,-0.00016458032799443467,-0.0006090578469249418
0.319,0.05727439688449841,0.00020830329030302464,-0.0006119437397370173
0.32,0.057073660369751436,0.0006635493313379981,-0.0006147373927097624
0.321,0.05693892427827345,0.0011612203457711245,-0.0006176508306212059
0.322,0.056849304165869426,0.001652955040230067,-0.0006210377905369172
0.323,0.056762969340812666,0.0021007964049898215,-0.0006240291520847299
0.324,0.056658916598939346,0.002525568334529868,-0.0006275873990262472
0.325,0.0565147151774947,0.002883234563186954,-0.0006306068130831543
0.326,0.056307633018296416,0.0032295556313447493,-0.0006340502948178974
0.327,0.05607989757625146,0.003554883412815152,-0.0006372069450836936
0.328,0.05585234260965375,0.003919115331112097,-0.0006393862698534289
0.329,0.055683469353489064,0.0043238022915550595,-0.0006409137543440413
0.33,0.05552528280458712,0.004775668424016083,-0.0006415739306400784
0.331,0.05542781979635441,0.005230981893496731,-0.0006428614828177736
0.332,0.05533751123177823,0.005670353810436693,-0.0006412843446611966
0.333,0.05528856087521051,0.006065063833262246,-0.0006392994846686477
0.334,0.0552452145898348,0.006390494848639239,-0.0006357875932298828
0.335,0.05514214616493797,0.006623365690994601,-0.0006299061527397626
0.336,0.05498791870224361,0.006790481016232669,-0.0006221380722824696
0.337,0.05474967908500579,0.006957896435913186,-0.0006139175273245042
0.338,0.05447245834802353,0.007083777062984575,-0.0006061912356824367
0.339,0.05413674252286341,0.007243575429072419,-0.0005980770293054526
0.34,0.05378346139068503,0.007455499389853265,-0.0005865462520309381
0.341,0.053479155631689,0.0077141451908623315,-0.0005733037642920149
0.342,0.05325173204656423,0.007974183303223081,-0.0005587606766967469
0.343,0.05312527282599373,0.008208200498416834,-0.0005436913327293434
0.344,0.05308164855767133,0.008432078594486428,-0.0005276966908844855
0.345,0.05309288431290007,0.008578507070615832,-0.0005107854314928307
0.346,0.053119242938769254,0.008657090271174964,-0.0004943112874576583
0.347,0.0530794737973482,0.008686490841397054,-0.00047622861835005067
0.348,0.053024000390015265,0.00869784218213715,-0.0004581754696153838
0.349,0.05284532042280293,0.008736392128254014,-0.00044015932554710476
0.35,0.05263110572661181,0.008791176731767061,-0.0004226942828057213
0.351,0.05238397366613397,0.008891970242212444,-0.0004054750257108705
0.352,0.052243720269782815,0.009067472260597079,-0.0003899011533806341
0.353,0.05223462697780159,0.009290113477156497,-0.00037650472115543945
0.354,0.052523275313896355,0.00952970890243511,-0.00036662056092630135
0.355,0.053010013161652,0.00981109421805948,-0.0003557833040154805
0.356,0.05370855457221077,0.010036734499581895,-0.0003464148895284578
0.357,0.05455770927456776,0.010243643251302628,-0.0003405025024816311
0.358,0.05545446822157802,0.010383839925311021,-0.0003375835584497986
0.359,0.05629055710440363,0.010474999997107298,-0.00033465013095101287
0.36,0.05700890069468724,0.010519983931542264,-0.00033523863591331297
0.361,0.05761899683505303,0.010520527103031425,-0.0003370734694200297
0.362,0.058128113933282086,0.010379541483152913,-0.0003393401319074959
0.363,0.05867432665986674,0.010207179590432838,-0.0003415289869191753
0.364,0.05932580744950249,0.009995064514959504,-0.00034235133498774215
0.365,0.060156727596397515,0.0097177949886873,-0.00034220233774629095
0.366,0.06116666907651523,0.009334343327760383,-0.0003391763346116657
0.367,0.062264842253914855,0.008799379672260105,-0.00033460923499568045
0.368,0.06338240030337737,0.008241310234739882,-0.00032486799468922634
0.369,0.06441166429088982,0.0075941764153236585,-0.0003109811076535783
0.37,0.06526726316373985,0.0068696633529014076,-0.00029059801482756646
0.371,0.06591469309803834,0.006098597028262612,-0.0002670007229556844
0.372,0.06639395030381315,0.005242243085340173,-0.00023554330432774525
0.373,0.06675294123600393,0.004367408190245295,-0.0002034348032733501
0.374,0.06714138035079963,0.003502806087508456,-0.00016842167765200372
0.375,0.06761860120333571,0.002712197746456299,-0.00013212455788244321
0.376,0.06830211669152733,0.0019742513504064224,-9.735930263672673e-05
0.377,0.06916982700526964,0.0013594512639390488,-6.503396945959066e-05
0.378,0.07011798009448925,0.0008887838162809983,-3.494350538262863e-05
0.379,0.07098803302797144,0.0006618420095939187,-7.69422370980636e-06
0.38,0.0716880697019926,0.0006138459696542996,1.5939624133291623e-05
0.381,0.0721245264752833,0.0007545121576281906,3.331001683915014e-05
0.382,0.07229657800884937,0.0011350230132892297,4.7947650777141926e-05
0.383,0.07233434781301504,0.0015666634427068116,5.765758459217708e-05
0.384,0.07230224678548618,0.002121857955882517,6.556543547999008e-05
0.385,0.07239047926026106,0.002830419232554074,7.142239308843484e-05
0.386,0.0725977497412426,0.003588344331933488,7.35988441069455e-05
0.387,0.07309059294727877,0.004432366503269544,7.014851560283283e-05
0.388,0.07382792209633154,0.005345941033209997,6.685926105406536e-05
0.389,0.07468959545631867,0.006398396342828037,6.0510777094562366e-05
0.39,0.07559028446339207,0.007546337099142503,5.317090332871971e-05
0.391,0.07641582350996412,0.008749301298435095,4.423692271900067e-05
0.392,0.07709083299311985,0.009948938088408434,3.349397261726869e-05
0.393,0.07760499076037843,0.011123180068737512,2.6394457207293135e-05
0.394,0.0779645500950828,0.012269733844474467,2.531461682496347e-05
0.395,0.0782521783637585,0.013247485249903296,3.373000390985106e-05
0.396,0.07861703767708857,0.014010186684607122,4.723157644983861e-05
0.397,0.07904950772216063,0.014417847823970625,7.923186893719686e-05
0.398,0.07948797275124334,0.014600678021798277,0.00011942222048135924
0.399,0.07996428800349373,0.01465089408067241,0.00017060700888448275
0.4,0.08042626961326604,0.0145971853015129,0.00022672141868124342
0.401,0.08072103158953836,0.014315882871425267,0.00028781250940538753
0.402,0.08079743536638524,0.01402084239773696,0.00034315401615266945
0.403,0.08073298087335845,0.01377329125846296,0.0004003874587422938
0.404,0.08058330264832216,0.013495795642166783,0.0004511410992716152
0.405,0.08033647517415815,0.013243354359001274,0.0004910747183480771
0.406,0.08003736253769754,0.012978367836962178,0.0005281138287953307
0.407,0.07976758479845072,0.012582111360035224,0.0005563220746184378
0.408,0.0795431692522218,0.012145936590795443,0.0005878878107252866
0.409,0.07926615553371524,0.01149953420955185,0.0006168736746375064
0.41,0.07897611037242831,0.010802131102448796,0.0006495625319077198
0.411,0.07870343322296869,0.009967725979275064,0.0006846016827550896
0.412,0.07836713747514394,0.009161900125806005,0.0007327993238293857
