0 	2.28298 	-0.273784 	-0.0201385
0.0505051 	2.28298 	-0.273784 	-0.0201385
0.10101 	3.24808 	-0.459378 	0.123533
0.151515 	3.24808 	-0.459378 	0.123533
0.20202 	4.21319 	-0.644971 	0.267205
0.252525 	4.21319 	-0.644971 	0.267205
0.30303 	5.09452 	-0.676183 	0.453039
0.353535 	5.09452 	-0.676183 	0.453039
0.40404 	5.90005 	-0.567716 	0.67702
0.454545 	5.90005 	-0.567716 	0.67702
0.505051 	6.68616 	-0.463559 	0.904697
0.555556 	6.68616 	-0.463559 	0.904697
0.606061 	7.10313 	-0.441285 	1.2026
0.656566 	7.10313 	-0.441285 	1.2026
0.707071 	7.5201 	-0.419011 	1.50051
0.757576 	7.5201 	-0.419011 	1.50051
0.808081 	8.06461 	-0.566102 	1.49794
0.858586 	8.06461 	-0.566102 	1.49794
0.909091 	8.70338 	-0.838375 	1.27328
0.959596 	8.70338 	-0.838375 	1.27328
1.0101 	9.29714 	-1.07275 	1.02036
1.06061 	9.29714 	-1.07275 	1.02036
1.11111 	9.48582 	-0.966007 	0.513133
1.16162 	9.48582 	-0.966007 	0.513133
1.21212 	9.67451 	-0.859268 	0.00590996
1.26263 	9.67451 	-0.859268 	0.00590996
1.31313 	9.88305 	-0.663323 	-0.101058
1.36364 	9.88305 	-0.663323 	-0.101058
1.41414 	10.1035 	-0.413853 	0.0321267
1.46465 	10.1035 	-0.413853 	0.0321267
1.51515 	10.3131 	-0.243889 	0.145966
1.56566 	10.3131 	-0.243889 	0.145966
1.61616 	10.4613 	-0.524451 	0.150178
1.66667 	10.4613 	-0.524451 	0.150178
1.71717 	10.6095 	-0.805014 	0.15439
0 	10.6095 	-0.805014 	0.15439
0.0505051 	10.8061 	-0.908923 	0.0592915
0.10101 	10.8061 	-0.908923 	0.0592915
0.151515 	11.026 	-0.927777 	-0.0836232
0.20202 	11.026 	-0.927777 	-0.0836232
0.252525 	11.3716 	-0.917071 	-0.256612
0.30303 	11.3716 	-0.917071 	-0.256612
