-2.5  ,  0.025  ,  -2.475
-2.5  ,  0.075  ,  -2.475
-2.5  ,  0.125  ,  -2.475
-2.5  ,  0.175  ,  -2.475
-2.5  ,  0.225  ,  -2.475
-2.5  ,  0.275  ,  -2.475
-2.5  ,  0.325  ,  -2.475
-2.5  ,  0.375  ,  -2.475
-2.5  ,  0.425  ,  -2.475
-2.5  ,  0.475  ,  -2.475
-2.5  ,  0.525  ,  -2.475
-2.5  ,  0.575  ,  -2.475
-2.5  ,  0.625  ,  -2.475
-2.5  ,  0.675  ,  -2.475
-2.5  ,  0.725  ,  -2.475
-2.5  ,  0.775  ,  -2.475
-2.5  ,  0.825  ,  -2.475
-2.5  ,  0.875  ,  -2.475
-2.5  ,  0.925  ,  -2.475
-2.5  ,  0.975  ,  -2.475
-2.5  ,  1.025  ,  -2.475
-2.5  ,  1.075  ,  -2.475
-2.5  ,  1.125  ,  -2.475
-2.5  ,  1.175  ,  -2.475
-2.5  ,  1.225  ,  -2.475
-2.5  ,  1.275  ,  -2.475
-2.5  ,  1.325  ,  -2.475
-2.5  ,  1.375  ,  -2.475
-2.5  ,  1.425  ,  -2.475
-2.5  ,  1.475  ,  -2.475
-2.5  ,  1.525  ,  -2.475
-2.5  ,  1.575  ,  -2.475
-2.5  ,  1.625  ,  -2.475
-2.5  ,  1.675  ,  -2.475
-2.5  ,  1.725  ,  -2.475
-2.5  ,  1.775  ,  -2.475
-2.5  ,  1.825  ,  -2.475
-2.5  ,  1.875  ,  -2.475
-2.5  ,  1.925  ,  -2.475
-2.5  ,  1.975  ,  -2.475
-2.5  ,  0.025  ,  -2.425
-2.5  ,  0.075  ,  -2.425
-2.5  ,  0.125  ,  -2.425
-2.5  ,  0.175  ,  -2.425
-2.5  ,  0.225  ,  -2.425
-2.5  ,  0.275  ,  -2.425
-2.5  ,  0.325  ,  -2.425
-2.5  ,  0.375  ,  -2.425
-2.5  ,  0.425  ,  -2.425
-2.5  ,  0.475  ,  -2.425
-2.5  ,  0.525  ,  -2.425
-2.5  ,  0.575  ,  -2.425
-2.5  ,  0.625  ,  -2.425
-2.5  ,  0.675  ,  -2.425
-2.5  ,  0.725  ,  -2.425
-2.5  ,  0.775  ,  -2.425
-2.5  ,  0.825  ,  -2.425
-2.5  ,  0.875  ,  -2.425
-2.5  ,  0.925  ,  -2.425
-2.5  ,  0.975  ,  -2.425
-2.5  ,  1.025  ,  -2.425
-2.5  ,  1.075  ,  -2.425
-2.5  ,  1.125  ,  -2.425
-2.5  ,  1.175  ,  -2.425
-2.5  ,  1.225  ,  -2.425
-2.5  ,  1.275  ,  -2.425
-2.5  ,  1.325  ,  -2.425
-2.5  ,  1.375  ,  -2.425
-2.5  ,  1.425  ,  -2.425
-2.5  ,  1.475  ,  -2.425
-2.5  ,  1.525  ,  -2.425
-2.5  ,  1.575  ,  -2.425
-2.5  ,  1.625  ,  -2.425
-2.5  ,  1.675  ,  -2.425
-2.5  ,  1.725  ,  -2.425
-2.5  ,  1.775  ,  -2.425
-2.5  ,  1.825  ,  -2.425
-2.5  ,  1.875  ,  -2.425
-2.5  ,  1.925  ,  -2.425
-2.5  ,  1.975  ,  -2.425
-2.5  ,  0.025  ,  -2.375
-2.5  ,  0.075  ,  -2.375
-2.5  ,  0.125  ,  -2.375
-2.5  ,  0.175  ,  -2.375
-2.5  ,  0.225  ,  -2.375
-2.5  ,  0.275  ,  -2.375
-2.5  ,  0.325  ,  -2.375
-2.5  ,  0.375  ,  -2.375
-2.5  ,  0.425  ,  -2.375
-2.5  ,  0.475  ,  -2.375
-2.5  ,  0.525  ,  -2.375
-2.5  ,  0.575  ,  -2.375
-2.5  ,  0.625  ,  -2.375
-2.5  ,  0.675  ,  -2.375
-2.5  ,  0.725  ,  -2.375
-2.5  ,  0.775  ,  -2.375
-2.5  ,  0.825  ,  -2.375
-2.5  ,  0.875  ,  -2.375
-2.5  ,  0.925  ,  -2.375
-2.5  ,  0.975  ,  -2.375
-2.5  ,  1.025  ,  -2.375
-2.5  ,  1.075  ,  -2.375
-2.5  ,  1.125  ,  -2.375
-2.5  ,  1.175  ,  -2.375
-2.5  ,  1.225  ,  -2.375
-2.5  ,  1.275  ,  -2.375
-2.5  ,  1.325  ,  -2.375
-2.5  ,  1.375  ,  -2.375
-2.5  ,  1.425  ,  -2.375
-2.5  ,  1.475  ,  -2.375
-2.5  ,  1.525  ,  -2.375
-2.5  ,  1.575  ,  -2.375
-2.5  ,  1.625  ,  -2.375
-2.5  ,  1.675  ,  -2.375
-2.5  ,  1.725  ,  -2.375
-2.5  ,  1.775  ,  -2.375
-2.5  ,  1.825  ,  -2.375
-2.5  ,  1.875  ,  -2.375
-2.5  ,  1.925  ,  -2.375
-2.5  ,  1.975  ,  -2.375
-2.5  ,  0.025  ,  -2.325
-2.5  ,  0.075  ,  -2.325
-2.5  ,  0.125  ,  -2.325
-2.5  ,  0.175  ,  -2.325
-2.5  ,  0.225  ,  -2.325
-2.5  ,  0.275  ,  -2.325
-2.5  ,  0.325  ,  -2.325
-2.5  ,  0.375  ,  -2.325
-2.5  ,  0.425  ,  -2.325
-2.5  ,  0.475  ,  -2.325
-2.5  ,  0.525  ,  -2.325
-2.5  ,  0.575  ,  -2.325
-2.5  ,  0.625  ,  -2.325
-2.5  ,  0.675  ,  -2.325
-2.5  ,  0.725  ,  -2.325
-2.5  ,  0.775  ,  -2.325
-2.5  ,  0.825  ,  -2.325
-2.5  ,  0.875  ,  -2.325
-2.5  ,  0.925  ,  -2.325
-2.5  ,  0.975  ,  -2.325
-2.5  ,  1.025  ,  -2.325
-2.5  ,  1.075  ,  -2.325
-2.5  ,  1.125  ,  -2.325
-2.5  ,  1.175  ,  -2.325
-2.5  ,  1.225  ,  -2.325
-2.5  ,  1.275  ,  -2.325
-2.5  ,  1.325  ,  -2.325
-2.5  ,  1.375  ,  -2.325
-2.5  ,  1.425  ,  -2.325
-2.5  ,  1.475  ,  -2.325
-2.5  ,  1.525  ,  -2.325
-2.5  ,  1.575  ,  -2.325
-2.5  ,  1.625  ,  -2.325
-2.5  ,  1.675  ,  -2.325
-2.5  ,  1.725  ,  -2.325
-2.5  ,  1.775  ,  -2.325
