vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(X),avg(Y),avg(Z),avg(vtkOriginalPointIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(X),max(Y),max(Z),max(vtkOriginalPointIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(X),med(Y),med(Z),med(vtkOriginalPointIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(X),min(Y),min(Z),min(vtkOriginalPointIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(X),q1(Y),q1(Z),q1(vtkOriginalPointIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(X),q3(Y),q3(Z),q3(vtkOriginalPointIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(X),std(Y),std(Z),std(vtkOriginalPointIds),vtkValidPointMask
1,599,1,1.198,0,-1.2918,-0.315827,0.658472,1.48394,0,2,8.2,124,-1.2918,-0.315827,0.658472,1.48394,0,2,8.2,124,-1.2918,-0.315827,0.658472,1.48394,0,2,8.2,124,-1.2918,-0.315827,0.658472,1.48394,0,2,8.2,124,-1.2918,-0.315827,0.658472,1.48394,0,2,8.2,124,-1.2918,-0.315827,0.658472,1.48394,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,600,1,1.2,0,-1.3172,-0.361283,0.593489,1.48922,0,2,8.2,124,-1.3172,-0.361283,0.593489,1.48922,0,2,8.2,124,-1.3172,-0.361283,0.593489,1.48922,0,2,8.2,124,-1.3172,-0.361283,0.593489,1.48922,0,2,8.2,124,-1.3172,-0.361283,0.593489,1.48922,0,2,8.2,124,-1.3172,-0.361283,0.593489,1.48922,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,601,1,1.202,0,-1.62218,-0.451049,0.625362,1.79611,0,2,8.2,124,-1.62218,-0.451049,0.625362,1.79611,0,2,8.2,124,-1.62218,-0.451049,0.625362,1.79611,0,2,8.2,124,-1.62218,-0.451049,0.625362,1.79611,0,2,8.2,124,-1.62218,-0.451049,0.625362,1.79611,0,2,8.2,124,-1.62218,-0.451049,0.625362,1.79611,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,602,1,1.204,0,-2.08196,-0.483166,0.716131,2.25407,0,2,8.2,124,-2.08196,-0.483166,0.716131,2.25407,0,2,8.2,124,-2.08196,-0.483166,0.716131,2.25407,0,2,8.2,124,-2.08196,-0.483166,0.716131,2.25407,0,2,8.2,124,-2.08196,-0.483166,0.716131,2.25407,0,2,8.2,124,-2.08196,-0.483166,0.716131,2.25407,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,603,1,1.206,0,-2.39541,-0.397469,0.766591,2.54629,0,2,8.2,124,-2.39541,-0.397469,0.766591,2.54629,0,2,8.2,124,-2.39541,-0.397469,0.766591,2.54629,0,2,8.2,124,-2.39541,-0.397469,0.766591,2.54629,0,2,8.2,124,-2.39541,-0.397469,0.766591,2.54629,0,2,8.2,124,-2.39541,-0.397469,0.766591,2.54629,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,604,1,1.208,0,-2.38537,-0.263778,0.693779,2.49818,0,2,8.2,124,-2.38537,-0.263778,0.693779,2.49818,0,2,8.2,124,-2.38537,-0.263778,0.693779,2.49818,0,2,8.2,124,-2.38537,-0.263778,0.693779,2.49818,0,2,8.2,124,-2.38537,-0.263778,0.693779,2.49818,0,2,8.2,124,-2.38537,-0.263778,0.693779,2.49818,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,605,1,1.21,0,-2.16958,-0.236909,0.505855,2.24033,0,2,8.2,124,-2.16958,-0.236909,0.505855,2.24033,0,2,8.2,124,-2.16958,-0.236909,0.505855,2.24033,0,2,8.2,124,-2.16958,-0.236909,0.505855,2.24033,0,2,8.2,124,-2.16958,-0.236909,0.505855,2.24033,0,2,8.2,124,-2.16958,-0.236909,0.505855,2.24033,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,606,1,1.212,0,-1.97683,-0.406601,0.297915,2.04008,0,2,8.2,124,-1.97683,-0.406601,0.297915,2.04008,0,2,8.2,124,-1.97683,-0.406601,0.297915,2.04008,0,2,8.2,124,-1.97683,-0.406601,0.297915,2.04008,0,2,8.2,124,-1.97683,-0.406601,0.297915,2.04008,0,2,8.2,124,-1.97683,-0.406601,0.297915,2.04008,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,607,1,1.214,0,-1.83872,-0.697006,0.163828,1.97321,0,2,8.2,124,-1.83872,-0.697006,0.163828,1.97321,0,2,8.2,124,-1.83872,-0.697006,0.163828,1.97321,0,2,8.2,124,-1.83872,-0.697006,0.163828,1.97321,0,2,8.2,124,-1.83872,-0.697006,0.163828,1.97321,0,2,8.2,124,-1.83872,-0.697006,0.163828,1.97321,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,608,1,1.216,0,-1.55502,-0.930913,0.120086,1.81634,0,2,8.2,124,-1.55502,-0.930913,0.120086,1.81634,0,2,8.2,124,-1.55502,-0.930913,0.120086,1.81634,0,2,8.2,124,-1.55502,-0.930913,0.120086,1.81634,0,2,8.2,124,-1.55502,-0.930913,0.120086,1.81634,0,2,8.2,124,-1.55502,-0.930913,0.120086,1.81634,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,609,1,1.218,0,-0.975869,-0.992291,0.134224,1.3982,0,2,8.2,124,-0.975869,-0.992291,0.134224,1.3982,0,2,8.2,124,-0.975869,-0.992291,0.134224,1.3982,0,2,8.2,124,-0.975869,-0.992291,0.134224,1.3982,0,2,8.2,124,-0.975869,-0.992291,0.134224,1.3982,0,2,8.2,124,-0.975869,-0.992291,0.134224,1.3982,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,610,1,1.22,0,-0.227642,-0.909936,0.219543,0.963329,0,2,8.2,124,-0.227642,-0.909936,0.219543,0.963329,0,2,8.2,124,-0.227642,-0.909936,0.219543,0.963329,0,2,8.2,124,-0.227642,-0.909936,0.219543,0.963329,0,2,8.2,124,-0.227642,-0.909936,0.219543,0.963329,0,2,8.2,124,-0.227642,-0.909936,0.219543,0.963329,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,611,1,1.222,0,0.415008,-0.785734,0.458959,1.00013,0,2,8.2,124,0.415008,-0.785734,0.458959,1.00013,0,2,8.2,124,0.415008,-0.785734,0.458959,1.00013,0,2,8.2,124,0.415008,-0.785734,0.458959,1.00013,0,2,8.2,124,0.415008,-0.785734,0.458959,1.00013,0,2,8.2,124,0.415008,-0.785734,0.458959,1.00013,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,612,1,1.224,0,0.836347,-0.677217,0.902433,1.40445,0,2,8.2,124,0.836347,-0.677217,0.902433,1.40445,0,2,8.2,124,0.836347,-0.677217,0.902433,1.40445,0,2,8.2,124,0.836347,-0.677217,0.902433,1.40445,0,2,8.2,124,0.836347,-0.677217,0.902433,1.40445,0,2,8.2,124,0.836347,-0.677217,0.902433,1.40445,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,613,1,1.226,0,1.15219,-0.577376,1.45795,1.9459,0,2,8.2,124,1.15219,-0.577376,1.45795,1.9459,0,2,8.2,124,1.15219,-0.577376,1.45795,1.9459,0,2,8.2,124,1.15219,-0.577376,1.45795,1.9459,0,2,8.2,124,1.15219,-0.577376,1.45795,1.9459,0,2,8.2,124,1.15219,-0.577376,1.45795,1.9459,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,614,1,1.228,0,1.4542,-0.483994,1.92729,2.4624,0,2,8.2,124,1.4542,-0.483994,1.92729,2.4624,0,2,8.2,124,1.4542,-0.483994,1.92729,2.4624,0,2,8.2,124,1.4542,-0.483994,1.92729,2.4624,0,2,8.2,124,1.4542,-0.483994,1.92729,2.4624,0,2,8.2,124,1.4542,-0.483994,1.92729,2.4624,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,615,1,1.23,0,1.59067,-0.433785,2.16126,2.71835,0,2,8.2,124,1.59067,-0.433785,2.16126,2.71835,0,2,8.2,124,1.59067,-0.433785,2.16126,2.71835,0,2,8.2,124,1.59067,-0.433785,2.16126,2.71835,0,2,8.2,124,1.59067,-0.433785,2.16126,2.71835,0,2,8.2,124,1.59067,-0.433785,2.16126,2.71835,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,616,1,1.232,0,1.32318,-0.453572,2.15236,2.56694,0,2,8.2,124,1.32318,-0.453572,2.15236,2.56694,0,2,8.2,124,1.32318,-0.453572,2.15236,2.56694,0,2,8.2,124,1.32318,-0.453572,2.15236,2.56694,0,2,8.2,124,1.32318,-0.453572,2.15236,2.56694,0,2,8.2,124,1.32318,-0.453572,2.15236,2.56694,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,617,1,1.234,0,0.696581,-0.524518,1.9693,2.15371,0,2,8.2,124,0.696581,-0.524518,1.9693,2.15371,0,2,8.2,124,0.696581,-0.524518,1.9693,2.15371,0,2,8.2,124,0.696581,-0.524518,1.9693,2.15371,0,2,8.2,124,0.696581,-0.524518,1.9693,2.15371,0,2,8.2,124,0.696581,-0.524518,1.9693,2.15371,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,618,1,1.236,0,0.130249,-0.637639,1.65629,1.77956,0,2,8.2,124,0.130249,-0.637639,1.65629,1.77956,0,2,8.2,124,0.130249,-0.637639,1.65629,1.77956,0,2,8.2,124,0.130249,-0.637639,1.65629,1.77956,0,2,8.2,124,0.130249,-0.637639,1.65629,1.77956,0,2,8.2,124,0.130249,-0.637639,1.65629,1.77956,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,619,1,1.238,0,0.0414422,-0.85566,1.25737,1.52147,0,2,8.2,124,0.0414422,-0.85566,1.25737,1.52147,0,2,8.2,124,0.0414422,-0.85566,1.25737,1.52147,0,2,8.2,124,0.0414422,-0.85566,1.25737,1.52147,0,2,8.2,124,0.0414422,-0.85566,1.25737,1.52147,0,2,8.2,124,0.0414422,-0.85566,1.25737,1.52147,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,620,1,1.24,0,0.398576,-1.24463,0.911811,1.59354,0,2,8.2,124,0.398576,-1.24463,0.911811,1.59354,0,2,8.2,124,0.398576,-1.24463,0.911811,1.59354,0,2,8.2,124,0.398576,-1.24463,0.911811,1.59354,0,2,8.2,124,0.398576,-1.24463,0.911811,1.59354,0,2,8.2,124,0.398576,-1.24463,0.911811,1.59354,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,621,1,1.242,0,0.737594,-1.71761,0.812107,2.03807,0,2,8.2,124,0.737594,-1.71761,0.812107,2.03807,0,2,8.2,124,0.737594,-1.71761,0.812107,2.03807,0,2,8.2,124,0.737594,-1.71761,0.812107,2.03807,0,2,8.2,124,0.737594,-1.71761,0.812107,2.03807,0,2,8.2,124,0.737594,-1.71761,0.812107,2.03807,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,622,1,1.244,0,0.657145,-2.00914,0.988362,2.33352,0,2,8.2,124,0.657145,-2.00914,0.988362,2.33352,0,2,8.2,124,0.657145,-2.00914,0.988362,2.33352,0,2,8.2,124,0.657145,-2.00914,0.988362,2.33352,0,2,8.2,124,0.657145,-2.00914,0.988362,2.33352,0,2,8.2,124,0.657145,-2.00914,0.988362,2.33352,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,623,1,1.246,0,0.244225,-1.88743,1.18251,2.24062,0,2,8.2,124,0.244225,-1.88743,1.18251,2.24062,0,2,8.2,124,0.244225,-1.88743,1.18251,2.24062,0,2,8.2,124,0.244225,-1.88743,1.18251,2.24062,0,2,8.2,124,0.244225,-1.88743,1.18251,2.24062,0,2,8.2,124,0.244225,-1.88743,1.18251,2.24062,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,624,1,1.248,0,-0.0491706,-1.40336,1.05621,1.7571,0,2,8.2,124,-0.0491706,-1.40336,1.05621,1.7571,0,2,8.2,124,-0.0491706,-1.40336,1.05621,1.7571,0,2,8.2,124,-0.0491706,-1.40336,1.05621,1.7571,0,2,8.2,124,-0.0491706,-1.40336,1.05621,1.7571,0,2,8.2,124,-0.0491706,-1.40336,1.05621,1.7571,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,625,1,1.25,0,0.0699652,-0.87374,0.573409,1.04743,0,2,8.2,124,0.0699652,-0.87374,0.573409,1.04743,0,2,8.2,124,0.0699652,-0.87374,0.573409,1.04743,0,2,8.2,124,0.0699652,-0.87374,0.573409,1.04743,0,2,8.2,124,0.0699652,-0.87374,0.573409,1.04743,0,2,8.2,124,0.0699652,-0.87374,0.573409,1.04743,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,626,1,1.252,0,0.408911,-0.582741,0.107363,0.719946,0,2,8.2,124,0.408911,-0.582741,0.107363,0.719946,0,2,8.2,124,0.408911,-0.582741,0.107363,0.719946,0,2,8.2,124,0.408911,-0.582741,0.107363,0.719946,0,2,8.2,124,0.408911,-0.582741,0.107363,0.719946,0,2,8.2,124,0.408911,-0.582741,0.107363,0.719946,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,627,1,1.254,0,0.513441,-0.529564,0.0801453,0.741945,0,2,8.2,124,0.513441,-0.529564,0.0801453,0.741945,0,2,8.2,124,0.513441,-0.529564,0.0801453,0.741945,0,2,8.2,124,0.513441,-0.529564,0.0801453,0.741945,0,2,8.2,124,0.513441,-0.529564,0.0801453,0.741945,0,2,8.2,124,0.513441,-0.529564,0.0801453,0.741945,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,628,1,1.256,0,0.16399,-0.507399,0.502763,0.732883,0,2,8.2,124,0.16399,-0.507399,0.502763,0.732883,0,2,8.2,124,0.16399,-0.507399,0.502763,0.732883,0,2,8.2,124,0.16399,-0.507399,0.502763,0.732883,0,2,8.2,124,0.16399,-0.507399,0.502763,0.732883,0,2,8.2,124,0.16399,-0.507399,0.502763,0.732883,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,629,1,1.258,0,-0.417618,-0.398528,0.949845,1.1115,0,2,8.2,124,-0.417618,-0.398528,0.949845,1.1115,0,2,8.2,124,-0.417618,-0.398528,0.949845,1.1115,0,2,8.2,124,-0.417618,-0.398528,0.949845,1.1115,0,2,8.2,124,-0.417618,-0.398528,0.949845,1.1115,0,2,8.2,124,-0.417618,-0.398528,0.949845,1.1115,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,630,1,1.26,0,-0.846352,-0.312815,1.01758,1.36002,0,2,8.2,124,-0.846352,-0.312815,1.01758,1.36002,0,2,8.2,124,-0.846352,-0.312815,1.01758,1.36002,0,2,8.2,124,-0.846352,-0.312815,1.01758,1.36002,0,2,8.2,124,-0.846352,-0.312815,1.01758,1.36002,0,2,8.2,124,-0.846352,-0.312815,1.01758,1.36002,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,631,1,1.262,0,-0.978445,-0.411225,0.741001,1.29443,0,2,8.2,124,-0.978445,-0.411225,0.741001,1.29443,0,2,8.2,124,-0.978445,-0.411225,0.741001,1.29443,0,2,8.2,124,-0.978445,-0.411225,0.741001,1.29443,0,2,8.2,124,-0.978445,-0.411225,0.741001,1.29443,0,2,8.2,124,-0.978445,-0.411225,0.741001,1.29443,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,632,1,1.264,0,-0.982497,-0.664259,0.495648,1.28538,0,2,8.2,124,-0.982497,-0.664259,0.495648,1.28538,0,2,8.2,124,-0.982497,-0.664259,0.495648,1.28538,0,2,8.2,124,-0.982497,-0.664259,0.495648,1.28538,0,2,8.2,124,-0.982497,-0.664259,0.495648,1.28538,0,2,8.2,124,-0.982497,-0.664259,0.495648,1.28538,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,633,1,1.266,0,-1.04533,-0.867898,0.528732,1.45792,0,2,8.2,124,-1.04533,-0.867898,0.528732,1.45792,0,2,8.2,124,-1.04533,-0.867898,0.528732,1.45792,0,2,8.2,124,-1.04533,-0.867898,0.528732,1.45792,0,2,8.2,124,-1.04533,-0.867898,0.528732,1.45792,0,2,8.2,124,-1.04533,-0.867898,0.528732,1.45792,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,634,1,1.268,0,-1.10328,-0.88944,0.691401,1.57682,0,2,8.2,124,-1.10328,-0.88944,0.691401,1.57682,0,2,8.2,124,-1.10328,-0.88944,0.691401,1.57682,0,2,8.2,124,-1.10328,-0.88944,0.691401,1.57682,0,2,8.2,124,-1.10328,-0.88944,0.691401,1.57682,0,2,8.2,124,-1.10328,-0.88944,0.691401,1.57682,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,635,1,1.27,0,-0.922442,-0.811066,0.663454,1.39603,0,2,8.2,124,-0.922442,-0.811066,0.663454,1.39603,0,2,8.2,124,-0.922442,-0.811066,0.663454,1.39603,0,2,8.2,124,-0.922442,-0.811066,0.663454,1.39603,0,2,8.2,124,-0.922442,-0.811066,0.663454,1.39603,0,2,8.2,124,-0.922442,-0.811066,0.663454,1.39603,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,636,1,1.272,0,-0.411961,-0.782244,0.351929,0.951562,0,2,8.2,124,-0.411961,-0.782244,0.351929,0.951562,0,2,8.2,124,-0.411961,-0.782244,0.351929,0.951562,0,2,8.2,124,-0.411961,-0.782244,0.351929,0.951562,0,2,8.2,124,-0.411961,-0.782244,0.351929,0.951562,0,2,8.2,124,-0.411961,-0.782244,0.351929,0.951562,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,637,1,1.274,0,0.219222,-0.787393,-0.0277629,0.817813,0,2,8.2,124,0.219222,-0.787393,-0.0277629,0.817813,0,2,8.2,124,0.219222,-0.787393,-0.0277629,0.817813,0,2,8.2,124,0.219222,-0.787393,-0.0277629,0.817813,0,2,8.2,124,0.219222,-0.787393,-0.0277629,0.817813,0,2,8.2,124,0.219222,-0.787393,-0.0277629,0.817813,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,638,1,1.276,0,0.652182,-0.652645,-0.239847,0.953317,0,2,8.2,124,0.652182,-0.652645,-0.239847,0.953317,0,2,8.2,124,0.652182,-0.652645,-0.239847,0.953317,0,2,8.2,124,0.652182,-0.652645,-0.239847,0.953317,0,2,8.2,124,0.652182,-0.652645,-0.239847,0.953317,0,2,8.2,124,0.652182,-0.652645,-0.239847,0.953317,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,639,1,1.278,0,0.773123,-0.296309,-0.284816,0.875579,0,2,8.2,124,0.773123,-0.296309,-0.284816,0.875579,0,2,8.2,124,0.773123,-0.296309,-0.284816,0.875579,0,2,8.2,124,0.773123,-0.296309,-0.284816,0.875579,0,2,8.2,124,0.773123,-0.296309,-0.284816,0.875579,0,2,8.2,124,0.773123,-0.296309,-0.284816,0.875579,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,640,1,1.28,0,0.757242,0.10655,-0.322402,0.829886,0,2,8.2,124,0.757242,0.10655,-0.322402,0.829886,0,2,8.2,124,0.757242,0.10655,-0.322402,0.829886,0,2,8.2,124,0.757242,0.10655,-0.322402,0.829886,0,2,8.2,124,0.757242,0.10655,-0.322402,0.829886,0,2,8.2,124,0.757242,0.10655,-0.322402,0.829886,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,641,1,1.282,0,0.843285,0.281192,-0.422211,0.984104,0,2,8.2,124,0.843285,0.281192,-0.422211,0.984104,0,2,8.2,124,0.843285,0.281192,-0.422211,0.984104,0,2,8.2,124,0.843285,0.281192,-0.422211,0.984104,0,2,8.2,124,0.843285,0.281192,-0.422211,0.984104,0,2,8.2,124,0.843285,0.281192,-0.422211,0.984104,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,642,1,1.284,0,1.06891,0.161798,-0.499801,1.19103,0,2,8.2,124,1.06891,0.161798,-0.499801,1.19103,0,2,8.2,124,1.06891,0.161798,-0.499801,1.19103,0,2,8.2,124,1.06891,0.161798,-0.499801,1.19103,0,2,8.2,124,1.06891,0.161798,-0.499801,1.19103,0,2,8.2,124,1.06891,0.161798,-0.499801,1.19103,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,643,1,1.286,0,1.25829,-0.0179672,-0.499791,1.35404,0,2,8.2,124,1.25829,-0.0179672,-0.499791,1.35404,0,2,8.2,124,1.25829,-0.0179672,-0.499791,1.35404,0,2,8.2,124,1.25829,-0.0179672,-0.499791,1.35404,0,2,8.2,124,1.25829,-0.0179672,-0.499791,1.35404,0,2,8.2,124,1.25829,-0.0179672,-0.499791,1.35404,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,644,1,1.288,0,1.25189,0.0343063,-0.538147,1.36308,0,2,8.2,124,1.25189,0.0343063,-0.538147,1.36308,0,2,8.2,124,1.25189,0.0343063,-0.538147,1.36308,0,2,8.2,124,1.25189,0.0343063,-0.538147,1.36308,0,2,8.2,124,1.25189,0.0343063,-0.538147,1.36308,0,2,8.2,124,1.25189,0.0343063,-0.538147,1.36308,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,645,1,1.29,0,1.1066,0.370599,-0.784579,1.40622,0,2,8.2,124,1.1066,0.370599,-0.784579,1.40622,0,2,8.2,124,1.1066,0.370599,-0.784579,1.40622,0,2,8.2,124,1.1066,0.370599,-0.784579,1.40622,0,2,8.2,124,1.1066,0.370599,-0.784579,1.40622,0,2,8.2,124,1.1066,0.370599,-0.784579,1.40622,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,646,1,1.292,0,1.05282,0.766831,-1.23202,1.79286,0,2,8.2,124,1.05282,0.766831,-1.23202,1.79286,0,2,8.2,124,1.05282,0.766831,-1.23202,1.79286,0,2,8.2,124,1.05282,0.766831,-1.23202,1.79286,0,2,8.2,124,1.05282,0.766831,-1.23202,1.79286,0,2,8.2,124,1.05282,0.766831,-1.23202,1.79286,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,647,1,1.294,0,1.27062,0.956745,-1.65605,2.29616,0,2,8.2,124,1.27062,0.956745,-1.65605,2.29616,0,2,8.2,124,1.27062,0.956745,-1.65605,2.29616,0,2,8.2,124,1.27062,0.956745,-1.65605,2.29616,0,2,8.2,124,1.27062,0.956745,-1.65605,2.29616,0,2,8.2,124,1.27062,0.956745,-1.65605,2.29616,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,648,1,1.296,0,1.71971,0.862236,-1.82001,2.64826,0,2,8.2,124,1.71971,0.862236,-1.82001,2.64826,0,2,8.2,124,1.71971,0.862236,-1.82001,2.64826,0,2,8.2,124,1.71971,0.862236,-1.82001,2.64826,0,2,8.2,124,1.71971,0.862236,-1.82001,2.64826,0,2,8.2,124,1.71971,0.862236,-1.82001,2.64826,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,649,1,1.298,0,2.16827,0.606981,-1.68062,2.80968,0,2,8.2,124,2.16827,0.606981,-1.68062,2.80968,0,2,8.2,124,2.16827,0.606981,-1.68062,2.80968,0,2,8.2,124,2.16827,0.606981,-1.68062,2.80968,0,2,8.2,124,2.16827,0.606981,-1.68062,2.80968,0,2,8.2,124,2.16827,0.606981,-1.68062,2.80968,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,650,1,1.3,0,2.35915,0.363234,-1.37939,2.75685,0,2,8.2,124,2.35915,0.363234,-1.37939,2.75685,0,2,8.2,124,2.35915,0.363234,-1.37939,2.75685,0,2,8.2,124,2.35915,0.363234,-1.37939,2.75685,0,2,8.2,124,2.35915,0.363234,-1.37939,2.75685,0,2,8.2,124,2.35915,0.363234,-1.37939,2.75685,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,651,1,1.302,0,2.15895,0.216494,-1.08317,2.42512,0,2,8.2,124,2.15895,0.216494,-1.08317,2.42512,0,2,8.2,124,2.15895,0.216494,-1.08317,2.42512,0,2,8.2,124,2.15895,0.216494,-1.08317,2.42512,0,2,8.2,124,2.15895,0.216494,-1.08317,2.42512,0,2,8.2,124,2.15895,0.216494,-1.08317,2.42512,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,652,1,1.304,0,1.60667,0.141355,-0.878189,1.83646,0,2,8.2,124,1.60667,0.141355,-0.878189,1.83646,0,2,8.2,124,1.60667,0.141355,-0.878189,1.83646,0,2,8.2,124,1.60667,0.141355,-0.878189,1.83646,0,2,8.2,124,1.60667,0.141355,-0.878189,1.83646,0,2,8.2,124,1.60667,0.141355,-0.878189,1.83646,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,653,1,1.306,0,0.879414,0.0502632,-0.783449,1.17885,0,2,8.2,124,0.879414,0.0502632,-0.783449,1.17885,0,2,8.2,124,0.879414,0.0502632,-0.783449,1.17885,0,2,8.2,124,0.879414,0.0502632,-0.783449,1.17885,0,2,8.2,124,0.879414,0.0502632,-0.783449,1.17885,0,2,8.2,124,0.879414,0.0502632,-0.783449,1.17885,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,654,1,1.308,0,0.214036,-0.138568,-0.780981,0.82155,0,2,8.2,124,0.214036,-0.138568,-0.780981,0.82155,0,2,8.2,124,0.214036,-0.138568,-0.780981,0.82155,0,2,8.2,124,0.214036,-0.138568,-0.780981,0.82155,0,2,8.2,124,0.214036,-0.138568,-0.780981,0.82155,0,2,8.2,124,0.214036,-0.138568,-0.780981,0.82155,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,655,1,1.31,0,-0.20011,-0.429106,-0.799285,0.928996,0,2,8.2,124,-0.20011,-0.429106,-0.799285,0.928996,0,2,8.2,124,-0.20011,-0.429106,-0.799285,0.928996,0,2,8.2,124,-0.20011,-0.429106,-0.799285,0.928996,0,2,8.2,124,-0.20011,-0.429106,-0.799285,0.928996,0,2,8.2,124,-0.20011,-0.429106,-0.799285,0.928996,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,656,1,1.312,0,-0.325829,-0.706389,-0.724226,1.06285,0,2,8.2,124,-0.325829,-0.706389,-0.724226,1.06285,0,2,8.2,124,-0.325829,-0.706389,-0.724226,1.06285,0,2,8.2,124,-0.325829,-0.706389,-0.724226,1.06285,0,2,8.2,124,-0.325829,-0.706389,-0.724226,1.06285,0,2,8.2,124,-0.325829,-0.706389,-0.724226,1.06285,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,657,1,1.314,0,-0.303925,-0.794435,-0.49676,0.985022,0,2,8.2,124,-0.303925,-0.794435,-0.49676,0.985022,0,2,8.2,124,-0.303925,-0.794435,-0.49676,0.985022,0,2,8.2,124,-0.303925,-0.794435,-0.49676,0.985022,0,2,8.2,124,-0.303925,-0.794435,-0.49676,0.985022,0,2,8.2,124,-0.303925,-0.794435,-0.49676,0.985022,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,658,1,1.316,0,-0.346482,-0.60836,-0.198429,0.727685,0,2,8.2,124,-0.346482,-0.60836,-0.198429,0.727685,0,2,8.2,124,-0.346482,-0.60836,-0.198429,0.727685,0,2,8.2,124,-0.346482,-0.60836,-0.198429,0.727685,0,2,8.2,124,-0.346482,-0.60836,-0.198429,0.727685,0,2,8.2,124,-0.346482,-0.60836,-0.198429,0.727685,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,659,1,1.318,0,-0.559432,-0.261292,0.0158132,0.617647,0,2,8.2,124,-0.559432,-0.261292,0.0158132,0.617647,0,2,8.2,124,-0.559432,-0.261292,0.0158132,0.617647,0,2,8.2,124,-0.559432,-0.261292,0.0158132,0.617647,0,2,8.2,124,-0.559432,-0.261292,0.0158132,0.617647,0,2,8.2,124,-0.559432,-0.261292,0.0158132,0.617647,0,2,8.2,124,0,0,0,0,0,0,0,0,1
